ID,Identifier,Title,Type,Creator,Creation_Date,Image_URL,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
AK-MAK-1071,http://hdl.handle.net/10934/RM0001.COLLECT.1055,Zwaardstootplaat,tsuba,Toshinaga,1700,https://lh3.googleusercontent.com/9YjtH24zUfqkb8cdvL0KzJUdBGrTJfyCFEAT0grDw_2gN9HYvY_NJD4XRAtCPAzRJzaGoqt5yNYoqLZqpePX5UnetS0=s0,,,,
AK-MAK-1072,http://hdl.handle.net/10934/RM0001.COLLECT.1056,Zwaardstootplaat,tsuba,anonymous,1700,https://lh3.googleusercontent.com/cCya6Os1CTyWaWFby4keLO-SeuI8iTtteatz-_nNisYNaLmF87NUBNxYm7VGwKa-3hQMtCzGtslLD4U7_zGHEtonV3A=s0,,,,
AK-MAK-1073,http://hdl.handle.net/10934/RM0001.COLLECT.1057,Zwaardstootplaat,tsuba,anonymous,1700,https://lh3.googleusercontent.com/WwdTYVPwu7dydS8mBT-GvI0-rI7vFE7skAsp-8Tc_riEaPrc-Q9YK9NeUxK4uzTCHNbSLOyj4i0WC8qRBWcgMRVrRjo=s0,,,,
AK-MAK-1074,http://hdl.handle.net/10934/RM0001.COLLECT.1058,Zwaardstootplaat,tsuba,anonymous,1600,https://lh3.googleusercontent.com/AsFeIDJxew1A8QGf1DIqZINSRW3S-TVgSqpuaolv5DrfWuLstD-SZ9GiuyhLSNjWWtbyzDsQHpaMMw_0HUBqqy7H2XY=s0,,,,
AK-MAK-1075,http://hdl.handle.net/10934/RM0001.COLLECT.1059,Zwaardstootplaat,tsuba,anonymous,1600,https://lh3.googleusercontent.com/eKlNVMMhqarSYDmlOtO52juS_QpGNe1MzraAckPxLTc9TGT4MhD1rQ15sMxI17DaMmoo0EXyiXCAz-EJtOLAow5HJg=s0,,,,
AK-MAK-1076,http://hdl.handle.net/10934/RM0001.COLLECT.1060,Zwaardstootplaat,tsuba,Nukagawa Yasunori,1725,https://lh3.googleusercontent.com/of977DEekFtxEtcHu_4Tawn5WLfgJ7vckf83tOC_p-6R_a1A4PQU2N3Du2NJVgOLfRtOQbAcbYeO_HZKE2mleTmfqPE=s0,,,,
AK-MAK-1077,http://hdl.handle.net/10934/RM0001.COLLECT.1061,Zwaardstootplaat,tsuba,anonymous,1600,https://lh3.googleusercontent.com/AoZH9kMFsqaiiBH3EEPMQlMSk7YWA0YP9i2JIs05sok6b3yLMCMhAQkjlHwwa46zqgorg0CWAPAGIKjzLNw-UOUWalQ=s0,,,,
AK-MAK-1078,http://hdl.handle.net/10934/RM0001.COLLECT.1062,Zwaardstootplaat met kersenbloesem en vlotten,tsuba,Sunagawa Masayoshi,1750,https://lh3.googleusercontent.com/oXQLhcKJu0hEkVDchMUBI__b9AXP0ZJa1O3gTuIGOC9N_hgIgIEKSX2ZMsC0bbmaPaqRSFoV4cF0fgOy-lD7cLD_RWo=s0,,,,
AK-MAK-1079,http://hdl.handle.net/10934/RM0001.COLLECT.1063,Zwaardstootplaat,tsuba,Munemasa Shinoda,1800,https://lh3.googleusercontent.com/2mixJMpIwdqaDUeVxwzuUtC024CmrEoqrIRZYsge71NgAJdr5osPreO2at56ykbBeD0x5Lb0SCbUpFaAtqcQj-qQhsLk=s0,,,,
AK-MAK-108,http://hdl.handle.net/10934/RM0001.COLLECT.664,Eivormige pot met uitgesneden bloemranken,wijnkaraf,anonymous,1300,https://lh3.googleusercontent.com/WGiFrTxtMJVzZyT2B22HzKAWjh0C-m0_m0jq4zRZV82wNw6mVB14LdNfL4B53jvWH9GoF1UzRvOyxiJezFdeZkF1dSQ=s0,,,,
AK-MAK-1080,http://hdl.handle.net/10934/RM0001.COLLECT.1064,Zwaardstootplaat,tsuba,Shoami Ietake,1600,https://lh3.googleusercontent.com/N8N3yDM9PezziiMt9Yzz6RfCm0si0v5NYEwzINvMME182mN4mmEljiUI3EiRwJ6xYtBhLpBxhDFATcL-JMEn0XFtWA=s0,,,,
AK-MAK-1081,http://hdl.handle.net/10934/RM0001.COLLECT.1065,Zwaardstootplaat,tsuba,anonymous,1800,https://lh3.googleusercontent.com/wY1ULLgErz-86YXyVAXRIbMjq4Vpp21DqLxQweyA7-Ug_WkSprGKGRt_XDN5z5AL5phUX2y1yyMtEHS5E0LahWls7Lc=s0,,,,
AK-MAK-1082,http://hdl.handle.net/10934/RM0001.COLLECT.1066,Zwaardstootplaat,tsuba,anonymous,1600,https://lh3.googleusercontent.com/UWQCVyrt-dRrLCStqlm2ofxIUsBEKJe--fhyckcYB8V1H91NGoPKSci6vfdFRfX58y2EKGrbYBTe-ax6FeWPPcHWVFU=s0,,,,
AK-MAK-1083,http://hdl.handle.net/10934/RM0001.COLLECT.1067,Zwaardstootplaat,tsuba,Komeisai Chokuzui,1700,https://lh3.googleusercontent.com/VXjlHFNWA6uHN8SCsjoIkTfZ-wB44wR1XAxWnqn6wWGybjPYIZMn0Im0A9ak1F4onq9S6IVLRbs7vKu8V7GxpR57YA=s0,,,,
AK-MAK-1084,http://hdl.handle.net/10934/RM0001.COLLECT.1068,Zwaardstootplaat,tsuba,anonymous,1700,https://lh3.googleusercontent.com/ctwHKcRWnGm-C4q91JG-tpM2dal9r3wmQU3J6ihW4-5jUzpDWZlAjPr2zMvv4VqseHHru4RJa_olLxFN_eAYNVxMAY4=s0,,,,
AK-MAK-1085,http://hdl.handle.net/10934/RM0001.COLLECT.1069,Zwaardstootplaat,tsuba,anonymous,1600,https://lh3.googleusercontent.com/4Fdq64FZM_7baS2Q794oWp8gnfGXIm8ZF7G3e_9T1mHKTzkxDQvMSFs00YZRGzBIY8w9lA_UdCR1XOzmPsCXuXRfHWPS=s0,,,,
AK-MAK-1086,http://hdl.handle.net/10934/RM0001.COLLECT.1070,Zwaardstootplaat,tsuba,anonymous,1600,https://lh3.googleusercontent.com/16zVa3J_L5eRnM8U9CewI68wQf84PzkOYoAxppIqsBt6WrXrvbg-PUh2naVnzs3oZa3NNJnGvsXi9BK53-fWH7cp=s0,,,,
AK-MAK-1087,http://hdl.handle.net/10934/RM0001.COLLECT.1071,Zwaardstootplaat,tsuba,anonymous,1800,https://lh3.googleusercontent.com/8vyXXADTdEV8aSaDc2Yt5uYsHgcbjLbMcouhmgptOuuMC4xNpoTzp9les5mA5maXOhZ3D-CGv7iUsp5ZxnJpZzUp6F0=s0,,,,
AK-MAK-1088,http://hdl.handle.net/10934/RM0001.COLLECT.1072,Zwaardstootplaat,tsuba,anonymous,1700,https://lh3.googleusercontent.com/VgrAOvYJaNbDq_c_45p1wkS6UJF5PmJR2PxGlh9aKHQ0UpvhDbcSRQ-tSnxk4iF1O5LU0PV4woOQDwfN49v63T0Q4dRy=s0,,,,
AK-MAK-1089,http://hdl.handle.net/10934/RM0001.COLLECT.1073,Zwaardstootplaat,tsuba,"Kagenori, Eijusai",1850,https://lh3.googleusercontent.com/991hiamRLCW0sFyQoLNwT1bgvcgmns2qtZ1hxa8WcQbQakyAsBtR2VSBOvoosaJG15HP1SZk1QC5QUtDR2Th-WlyXyw=s0,,,,
AK-MAK-109,http://hdl.handle.net/10934/RM0001.COLLECT.1143,"Vaas met een plant, vogel en karakters",vaas,anonymous,1368,https://lh4.ggpht.com/ooTF5pEiJD1S-sn2qixr53SNvM_ez_9oF3dTuNzZ70ABDK0gdk4Vmim7ZswdPlQ9VTQY1rG4m6YsPtIb1WgZt3-UhQ=s0,,,,
AK-MAK-1090,http://hdl.handle.net/10934/RM0001.COLLECT.1074,Zwaardstootplaat,tsuba,Yoshitane,1800,https://lh3.googleusercontent.com/uo4pxDIrFfMCKYRWt-5GlgUyowRtbGCu9K2prpPT9US_TOyWg3_kzYc7cA6PvlEDcNFpT34zKOwdHvwA5x90oMAiPuq1=s0,,,,
AK-MAK-1091,http://hdl.handle.net/10934/RM0001.COLLECT.1075,Zwaardstootplaat,tsuba,anonymous,1600,https://lh3.googleusercontent.com/RfsrIAtXYihb8oFRRAHGshjSvmm9fhN1yed_z_2AbukHmmMKSmkZaEwwUHI95sB1wT20vHkI7OMU458vqJ7T-X5BYRVu=s0,,,,
AK-MAK-1092,http://hdl.handle.net/10934/RM0001.COLLECT.1076,Zwaardstootplaat met de monnik Daruma,tsuba,Yasuchika,1800,https://lh3.googleusercontent.com/Zj_ge0YqdepWnwXy105M_6tpEc3Hj6DVBR0bKNzbupVoBA31Qeg7r2h7FaSKGB3FUcuO8TJKNFbwHMdwcQ9pfujD2CQ=s0,,,,
AK-MAK-1093,http://hdl.handle.net/10934/RM0001.COLLECT.1077,Zwaardstootplaat,tsuba,Akimasa,1800,https://lh3.googleusercontent.com/uuAwRhyhFF4LqsrJMBkpZudESv7JS6p6wDN8lynWi6sWRq06gUIoO1JM-RWhJNfqeb6_9GFA4iUTlRwCezGFnJCGPeY=s0,,,,
AK-MAK-1094,http://hdl.handle.net/10934/RM0001.COLLECT.1078,Zwaardstootplaat,tsuba,Okada Masatoyo,1800,https://lh3.googleusercontent.com/tPcaRmd3_IdnTHZjemBWX3NgEsXTuwqNdOAiHBvlXDMrE3R3WJGeJTKLO42baI6l5QYepEDRfoL4gKgdVBmpAQyUM_w=s0,,,,
AK-MAK-1095,http://hdl.handle.net/10934/RM0001.COLLECT.1079,Zwaardstootplaat,tsuba,anonymous,1600,https://lh3.googleusercontent.com/WxHV7GwW_w11KMJTzrk7FOMmqVgCL610ZNy-w_l8WJSth_26LXswg8aYIkWlYFB0A2FXhMDW_XLIE4QY630Q2JomwDkf=s0,,,,
AK-MAK-1096,http://hdl.handle.net/10934/RM0001.COLLECT.1080,Zwaardstootplaat met cirkelmotief,tsuba,anonymous,1750,https://lh3.googleusercontent.com/nI0bzg7jN8BqCv5PlO9_FyrhzI0sHp_AksnrarYWPdQRyO4h6WEGIznTi6oHBqNXGhjZF0eR8XmcLNG2q6EZY2T9RA=s0,,,,
AK-MAK-1097,http://hdl.handle.net/10934/RM0001.COLLECT.1081,Zwaardstootplaat,tsuba,Hagiya Katsuhira,1825,https://lh3.googleusercontent.com/8UPTd0ESZUsoc8vOcaTLVyiuitZItb94S-eZDpxHENf-tjpftBzHlVdaK1HPhm65DnaekPhPQA-vApYfuegwk6BLkbQi=s0,,,,
AK-MAK-1098,http://hdl.handle.net/10934/RM0001.COLLECT.1082,Zwaardstootplaat met chrysanten,tsuba,anonymous,1750,https://lh3.googleusercontent.com/Kkr5Wl-_y0Uc2-lVmgAyzVEzt7EdTjWZOfRxzh77KotFAZCod3zS2ZBvSnh3vADpUYauS_bSz7v-YZlW4898ita8xw=s0,,,,
AK-MAK-1099,http://hdl.handle.net/10934/RM0001.COLLECT.1083,Zwaardstootplaat,tsuba,Goto Mitsuyoshi,1800,https://lh3.googleusercontent.com/OFc9cD9OSGGoy-tzHrkWmY2c_JmILrdFlSby1tSkduhhBaB4P0xB9_TlhtVBXycHWLfOs1qTxHIdirtLHY5bta8bdlM4=s0,,,,
AK-MAK-11,http://hdl.handle.net/10934/RM0001.COLLECT.629,Rituele wijnlepel met monsterkoppen en een draak,ritueel object,anonymous,-1100,https://lh3.googleusercontent.com/FLxnhZ7RQIQpI49sw5ughfMnqwxlgS9ZG0TIQCslttXuxJUWq6SboVvJkkub2Gu7N_mpZ2S9JCJXQeiAEKyb4mq6r9o=s0,,,,
AK-MAK-110,http://hdl.handle.net/10934/RM0001.collect.665,Eivormige pot met met een feng huang en een draak,pot,anonymous,1350,https://lh3.googleusercontent.com/D4YtuHkAhO4FxgfWPpl4cpvJwz2hFtzMz80AdVce0cdhx_KKcF7EknZUjAX68Pp89t0L3YeU2MCv07g6qGlHsAdzIoY=s0,,,,
AK-MAK-1100,http://hdl.handle.net/10934/RM0001.COLLECT.1084,Zwaardstootplaat,tsuba,anonymous,1600,https://lh3.googleusercontent.com/ziagtH45JzSs6VMFFe5RHPsrijxmcO5KkMdLV2OkE1SF-Z67i3UV3TklSNx2ybmB-tdN16-nWcG3oIryNzPjj7ERf0k=s0,,,,
AK-MAK-1101,http://hdl.handle.net/10934/RM0001.COLLECT.1085,Zwaardstootplaat,tsuba,anonymous,1600,https://lh3.googleusercontent.com/NR06KVKSFGrS7tvuLPbzU5uTin51Bs7vebYunFauNWyAQ2c0BewK9Zx8_PzsEtbuioqMcaVzVi08DwHwlZRRl55iw1E=s0,,,,
AK-MAK-1102,http://hdl.handle.net/10934/RM0001.COLLECT.1086,Zwaardstootplaat,tsuba,anonymous,1600,https://lh3.googleusercontent.com/Srbwg0Pp-01Oj3iuz4_GEmO_rK_PttrwSUy2IDXklCxI7aj4aosZQOeznuU-2xAkugEfUvM8uTKOT1NK8yowfe23l9w=s0,,,,
AK-MAK-1103,http://hdl.handle.net/10934/RM0001.COLLECT.1087,Zwaardstootplaat met de berg Fuji en pijnbomen,tsuba,Yasuchika,1800,https://lh3.googleusercontent.com/FteBzUJDa7Y6JvDn2QkgiZuwuzlqDFv_kQyPxOwIdBx7GE7gpeSc7n16g7IwNF8CuTSsjizkrLyZ0grnT4tO6GWPT_4=s0,,,,
AK-MAK-1104,http://hdl.handle.net/10934/RM0001.COLLECT.1088,Zwaardstootplaat,tsuba,anonymous,1600,https://lh3.googleusercontent.com/2LitHtrkamdPIFCdqhWJwf6i3tlBSD2rDvR78BWALKgluZ08Vqgo4REJY91bkKwr20Rf1PsG_lYW8kZIqF0DhR8EqfM=s0,,,,
AK-MAK-1105,http://hdl.handle.net/10934/RM0001.COLLECT.1089,Zwaardstootplaat,tsuba,Yoshinaga,1600,https://lh3.googleusercontent.com/ADWkp_UVy21LPRC2-Yir768PzPF4nJQnMmbJjtgH3y27h9Wml1ssAF-2EbaMKbm6nKrGsW2TYlF1_ABNkc68pTkkk6M=s0,,,,
AK-MAK-1106,http://hdl.handle.net/10934/RM0001.COLLECT.1090,Zwaardstootplaat,tsuba,anonymous,1600,https://lh5.ggpht.com/-O_QRS7T7PBkv0j05Mqg2RZCko5jC5-0wIDJXe9ZfyPrCZrUwd8_eQreEJqmURNac8obP4sqxsdGIiGv3XGZ56y4u8c=s0,,,,
AK-MAK-1107,http://hdl.handle.net/10934/RM0001.COLLECT.1091,Zwaardstootplaat,tsuba,Hidekazu,1800,https://lh3.googleusercontent.com/5npbJy8fLf20YEl1Yg4HikOWUnRrBsUu_qqAfYUXpLHrCLxaRy8HIZdTTztg2oBl4Xf3TKP821d27hgVmA_Mbi8Vcj0=s0,,,,
AK-MAK-1108,http://hdl.handle.net/10934/RM0001.COLLECT.1092,Zwaardstootplaat,tsuba,Teimei,1700,https://lh3.ggpht.com/-tUd3rU60wRNuwjM5SGJA0Y3MonpuaixjN0tOJJQ4W6AzVuBgl37SNssBToepGnbc0DAp5vib_znh3FCkoiCND8v7g7A=s0,,,,
AK-MAK-1109,http://hdl.handle.net/10934/RM0001.COLLECT.1093,Zwaardstootplaat,tsuba,Hagiya Katsuhira,1825,https://lh3.googleusercontent.com/A-Q9cU-5RxgLVHa7JCdcRuxdW636GQvlAPGTB6hfQP6aBGYVCiULE2H2gYhK5MHdWfLOCBSK06pxEBKUJNNOy1WF6Sc=s0,,,,
AK-MAK-111,http://hdl.handle.net/10934/RM0001.COLLECT.1894,Blad,blad,anonymous,1368,https://lh4.ggpht.com/jUwbemp5kbcgUl6Dp0mtHmJYJjkUE_pv8-OUp_exZwuYXHlj4q3ODM1PQIcED59r5-PqTLaxOVtrAFCJ2EIpnFJhtQ=s0,,,,
AK-MAK-1110,http://hdl.handle.net/10934/RM0001.COLLECT.1094,Zwaardstootplaat,tsuba,anonymous,1600,https://lh3.googleusercontent.com/WU1_7q2bHznaGoXzicxFQNwgSw8ohYhGztFP-8DYqXrTFTXmoIpHyW4r1HHv-YGMrAmu7hxZtfPq_sqRjWfqbhjqc4o=s0,,,,
AK-MAK-1111,http://hdl.handle.net/10934/RM0001.COLLECT.1095,Zwaardstootplaat,tsuba,anonymous,1700,https://lh3.googleusercontent.com/uYJS7DMzvEW3TkFHssS0JBurb_jACWVmHBOZDwmKhIEesF_RnUJJ7XLFhSFN7DHG7wXoASVh52zBfHXXqbaHsxLYDyo=s0,,,,
AK-MAK-1112,http://hdl.handle.net/10934/RM0001.COLLECT.1096,Zwaardstootplaat,tsuba,anonymous,1600,https://lh4.ggpht.com/eVHuXdKSBJzIs4IUDUXr3q-ooZJ2YhDjeZWiXctfgTUJFo0I62l89x_QuLPuAB2KbsjvnX4Qzq2g-6wPxJZIvJj0zg=s0,,,,
AK-MAK-1113,http://hdl.handle.net/10934/RM0001.COLLECT.1097,Zwaardstootplaat,tsuba,anonymous,1600,https://lh4.ggpht.com/Zujf56xuB9INSz8VTUoWzvfd-EFMfb8ZC7tfdLl_b6ml2yGgmtuzrdPjGw61X9aP1_SJ4SXVcAJB2l2V3e9e_nLAT3Y=s0,,,,
AK-MAK-1114,http://hdl.handle.net/10934/RM0001.COLLECT.1098,Zwaardstootplaat,tsuba,anonymous,1600,https://lh4.ggpht.com/1CR0N2d0g08FBgd7Nyhil5nC736hfKcxvASPbM8jtwHP5ywF_o_lNlYWTkYPcYYpYWP72Q__uSdIZYyxV9BPKhF-jA=s0,,,,
AK-MAK-1115,http://hdl.handle.net/10934/RM0001.COLLECT.1099,Zwaardstootplaat,tsuba,anonymous,1700,https://lh3.googleusercontent.com/4sHathSpj0Cpz0ixCm7MvJWnIGE-UDi32oc16_EqMQueD7hSZX2N6tT896w-En8osRFM36Lqgsf7uwmABDwd2yKqcEoA=s0,,,,
AK-MAK-1116,http://hdl.handle.net/10934/RM0001.COLLECT.1100,Zwaardstootplaat,tsuba,anonymous,1800,https://lh3.googleusercontent.com/Ino6_7H4HzKcn3qTlsE4Bvl3r6q2mR5O8ZU5yqVZbdixp5F85QJ8TmLFYcmkCJL3HRHTDphXt_T16mdnust_LbWoMU42=s0,,,,
AK-MAK-1117,http://hdl.handle.net/10934/RM0001.COLLECT.1101,Zwaardstootplaat,tsuba,Umetada,1600,https://lh5.ggpht.com/IRHKeCs5_MVoR4DxRgVhEZFaW7gBAawJeZXWlX5mzmwpVCRewcsclmYnX5U7QOJ_NiUYB_mODhxZWrXRKHLQFD1Xcwg=s0,,,,
AK-MAK-1118,http://hdl.handle.net/10934/RM0001.COLLECT.1102,Zwaardstootplaat,tsuba,Kunishige,1700,https://lh6.ggpht.com/2WgdTgZEGcOF61g-M2nZlcBFYLld9Bs-4e2He5sWhSrObEX1csqetQEflZWlWwPoBeRTSXI8X9V64CjO6GRc89VY=s0,,,,
AK-MAK-1119,http://hdl.handle.net/10934/RM0001.COLLECT.1103,Zwaardstootplaat,tsuba,anonymous,1600,https://lh3.googleusercontent.com/7RTtvrSo1UAPjfxEQ73ZTrj4OvoUqU7mytept4erQHczoHF8nzYzzELlKbTJd7rl1FMC3a2EM2zEAKimQfU69ArNHDI=s0,,,,
AK-MAK-112,http://hdl.handle.net/10934/RM0001.COLLECT.1895,Doos,doos,anonymous,1700,https://lh5.ggpht.com/RqM_nkeaxBxXSdxkrniztdDgxRAU0OPLzncBcqDC-Kf4B7S6MzZO9pp7IhOiBTHgpjHQCuY4Iu_7n-ILn-dqGU0t_Q=s0,,,,
AK-MAK-1120,http://hdl.handle.net/10934/RM0001.COLLECT.1104,Zwaardstootplaat,tsuba,anonymous,1600,https://lh3.googleusercontent.com/B6xIh58xsapytJUtqCVh2Y86PhZxnDE3mKqTB4twbBYsO0C9Q5lYntAD9zHfETDgDfoTaBPQWXkS5Qvm7GAbQusqzZ8_=s0,,,,
AK-MAK-1121,http://hdl.handle.net/10934/RM0001.COLLECT.1105,Zwaardstootplaat,tsuba,Iwamoto Konkan,1750,https://lh3.googleusercontent.com/asCD2dMmfYkOiwJortpdJuUMeT38fj7J14xnOB8B4D1W8MBrJ8TqYTb9esaMmliBhue9oe9nZBEKtNZcHVT3l-562g=s0,,,,
AK-MAK-1122,http://hdl.handle.net/10934/RM0001.COLLECT.1106,Zwaardstootplaat,tsuba,anonymous,1600,https://lh3.googleusercontent.com/LaooSvQTGus4YSFQXtCNF2XjesbtT2EpJgPUaAAt-Npoel8BdPBgl0ov8-ZnyqAc4Fxu_an29zpk9l9CTs5po28FuRY=s0,,,,
AK-MAK-1123,http://hdl.handle.net/10934/RM0001.COLLECT.1107,Zwaardstootplaat,tsuba,Nagahara,1600,https://lh3.googleusercontent.com/tFQt7hcvaGaSKf9l7NenUQhiMvyFvD5roiunvwrgNcCX2-V8kmX2lqbXG5htSF4o2YbmNWKRZLgIWg30jIGUfTjYyA=s0,,,,
AK-MAK-1124,http://hdl.handle.net/10934/RM0001.COLLECT.1108,Zwaardstootplaat,tsuba,anonymous,1600,https://lh3.googleusercontent.com/I8WzXur-uGmr5JosFVXyk0i_WkvCR_T-DqDi7YCrAXrhhx4y05qqGqnFau0gHjLvoOQZnJMhgreSkhw82uxOThG1S1s=s0,,,,
AK-MAK-1125,http://hdl.handle.net/10934/RM0001.COLLECT.1109,Zwaardstootplaat,tsuba,anonymous,1800,https://lh3.googleusercontent.com/Gh6i7huQIifiI75wB6ki1FiNx9c2VKWa2_i4FxHYkkThgQwCI-vdD4fDDGyKNcDM6MV4mU_O2kZLJqRjhLJC495iwfGr=s0,,,,
AK-MAK-1126,http://hdl.handle.net/10934/RM0001.COLLECT.1110,Zwaardstootplaat,tsuba,Kanaya Gorosaburo,1868,https://lh3.googleusercontent.com/acjT06RYujll6gzL9rHUGAG6Bv4xWLgaP1SxlYMl9MC2-lMbPBkR76_RAwiFh9b2hdNpJAZ30cHRvbTBkfCFZbRZmOo=s0,,,,
AK-MAK-1127,http://hdl.handle.net/10934/RM0001.COLLECT.1111,Zwaardstootplaat,tsuba,Sadashichi Masayoshi,1750,https://lh4.ggpht.com/02kUoBQACyMGjYf2qOZ1bIbvnHXWs9paitb_KHMOiF-TM91CVBIVAwzpqc3ISnRC4whU1tTKsPCRP4r9zdu_I1cEzxU=s0,,,,
AK-MAK-1128,http://hdl.handle.net/10934/RM0001.COLLECT.1112,Zwaardstootplaat,tsuba,anonymous,1600,https://lh3.googleusercontent.com/l1RwEH5PepjwzIFitWckao33p7ScSHvjZhZ6bbsiAZg4VkfOhgSVB-TfFrsl_EddHrqr9I8hKqkxpIagb44i976mKCo=s0,,,,
AK-MAK-1129,http://hdl.handle.net/10934/RM0001.COLLECT.1113,Zwaardstootplaat,tsuba,anonymous,1600,https://lh3.googleusercontent.com/h_MDzs4s542D4Yj-w2SwnINd6FCXWlknfO-PvrFjGm1toUmODfb7axKnjB_m4T4Ojp6COHUvCgMXz-knlnm6s8LaXX0=s0,,,,
AK-MAK-113,http://hdl.handle.net/10934/RM0001.COLLECT.1896,"Altaarkleed met symbolen en polychrome, floralistische motieven",altaarkleed,anonymous,1600,https://lh3.googleusercontent.com/0XDXctmA4IAyRIZcB1dARDUlpGX9RFHzVTRSoMnKRxAJozU-wBHfoY8tR5fHk54wZWm1wQ-n0-xhsRlLiOCeXxOTG4g=s0,,,,
AK-MAK-1130,http://hdl.handle.net/10934/RM0001.COLLECT.1114,Zwaardstootplaat,tsuba,Natsuo,1850,https://lh3.googleusercontent.com/NO27Vspoo1q0PK0t6qTY0nlbTbq_Q8OIxHPCqT86ubHJiojqRWhWUcogKp2cn5X5-2hcrpKtZAvJ4cNNAOWa6rG2nQ=s0,,,,
AK-MAK-1131,http://hdl.handle.net/10934/RM0001.COLLECT.1115,Zwaardstootplaat,tsuba,Kitagawa Soten,1675,https://lh5.ggpht.com/-G9InPSRzwbcnhQo7KtZ92TTWzJeoS_zKLjf21bPXeFZJ4aPArlz-RimJGy2r49S5MlP8AdMjMQ3M717IhbcbrItvn4=s0,,,,
AK-MAK-1132,http://hdl.handle.net/10934/RM0001.COLLECT.1116,Zwaardstootplaat,tsuba,Hiroyoshi,1800,https://lh3.googleusercontent.com/d5WlbvB0OoDZE8l3N3HwWHQx5tiJVyhFzFS7GoHpEMijItSILXy8XbN2H9_Xk2jIP6teWu8RSP-USVzZrxXR449WOPa7=s0,,,,
AK-MAK-1133,http://hdl.handle.net/10934/RM0001.COLLECT.1117,Zwaardstootplaat,tsuba,Hata Nobuyoshi,1800,https://lh3.googleusercontent.com/_hx1RaWUucFdupwhnCBKfkCqIqsfUu1aj14E2ZGSBRzQ3To2071w7NxLzOj6Ul4JGwOS86VoUNQE81iai3EsH59BPQ=s0,,,,
AK-MAK-1134,http://hdl.handle.net/10934/RM0001.COLLECT.1118,Zwaardstootplaat,tsuba,anonymous,1600,https://lh3.googleusercontent.com/sb75lFdLzB4ST2wVm0wEKYgITkM5AOTp-FyPEudtDb1clcqaqTHMfZyLa2e7V3U4nUxtnt3e4LSBAoBYXQBK_vOa_Gk=s0,,,,
AK-MAK-1135,http://hdl.handle.net/10934/RM0001.COLLECT.1119,Zwaardstootplaat,tsuba,anonymous,1600,https://lh3.googleusercontent.com/ydRbtTB9pJArpBTAvRQdnBICkGraExyzHsRQK2zrLuy4xhTV_01ZA8NPZz00pQnBVyJSeMzYH6BW5R077_pCGEgbJ9iX=s0,,,,
AK-MAK-1136,http://hdl.handle.net/10934/RM0001.COLLECT.1120,Zwaardstootplaat,tsuba,Umetada Shichiza,1675,https://lh5.ggpht.com/_ZbThw2EcDoOCIq5RSotOOuNcK5bVsi9u9fLkuRsyej0I4nLEsgwWUQDVlLyGfCLVoGbMha2EA8jqt1PPSH9AaK55w=s0,,,,
AK-MAK-1137,http://hdl.handle.net/10934/RM0001.COLLECT.1121,Zwaardstootplaat,tsuba,Soten,1650,https://lh3.ggpht.com/89JHGjsmF2-q84m4sxD_0kUfb14rDG5XnOdownji12bY2YvLP8UPqfcAtM6rmKZXemdfZ0BHRXE98Cv-sn20cu8Y1PdA=s0,,,,
AK-MAK-1138,http://hdl.handle.net/10934/RM0001.COLLECT.1122,Zwaardstootplaat,tsuba,Kawamura Tsuneshige,1725,https://lh3.ggpht.com/dkXEZkwAn_A77e8YHISjARBDiTEGVQaeTI3yM3Lk5BI3jnoyzMuzcCALA-yn2OyjpqJcDwN2Y3IUJDYiv7WW5n0wSqaA=s0,,,,
AK-MAK-1139,http://hdl.handle.net/10934/RM0001.COLLECT.1123,Zwaardstootplaat,tsuba,Ito Masakata,1700,https://lh5.ggpht.com/8Ay4gEQLqsPPZoCqM8GNuP0k76CgHx8ojuSsMZPG-8G04M25-Ky2MgFjpe8w-eE-oMngynVDxE_rRGGteq9VWEIP9h4N=s0,,,,
AK-MAK-114,http://hdl.handle.net/10934/RM0001.COLLECT.1897,Altaarkleed in Chinese gobelin techniek,altaarkleed,anonymous,1600,https://lh3.googleusercontent.com/IIS9CaxzT7hjT5glWYoBmCKQinXCjcj-PlKn1-leVyVLFXghytzHKm6O3nfxe_r4ePhc6hPrWc3u9jvxFv-kQOBoow=s0,,,,
AK-MAK-1140,http://hdl.handle.net/10934/RM0001.COLLECT.1124,Zwaardstootplaat,tsuba,Takase Yoshitoshi,1800,https://lh3.googleusercontent.com/hOIyLSGMA3wQx5xPBxgrSo8Y2wbMqwlv5WlqCtNvorkXLrZQPxVZX69C0Uh9ciGfqizJQoVpAE1LogIBKYt5winRRZ4=s0,,,,
AK-MAK-1141,http://hdl.handle.net/10934/RM0001.COLLECT.1125,Zwaardstootplaat,tsuba,anonymous,1600,https://lh3.googleusercontent.com/XrMGGgHmED-YUeevHkw-ucVbdgnaGrBADb87_7WCB1SnwNV_2rOkD20_Ea0NbWcunCIdH7cvOnGX4Ywhi-BxXHczg2k=s0,,,,
AK-MAK-1142,http://hdl.handle.net/10934/RM0001.COLLECT.1126,Zwaardstootplaat,tsuba,Seiryusai Tadafumi?,1800,https://lh3.googleusercontent.com/mZmsfsGdG0KKpEicZWstcBHZpOVh99y4dQrugOKlk_lLZrtfrydIRhizWxW1tooCTmvYX6_iE5odcux9qYmZkWfcyW1Y=s0,,,,
